player,LIV_Player,year_month,year,answer_length,PGA,LIV,relevant,question,reply_sentence,LIV_CHANGE
rory mcilroy,0,2023-05,2023,20,1,0,1,in terms of preparing for majors do you think you've exhausted all the different ways to do it i e play the week before don't play the week before practice a lot or don't practice a lot on the course do you think you've gone through them all and now it's just a case of finding the one that works,this is my th pga championship if i haven't done it all by now i don't know when i will,0
rory mcilroy,0,2023-05,2023,116,0,1,1,when you think about what you knew about western new york earlier in your life did you have any impressions of it and have you adopted any western new york pastimes such as the buffalo bills or any kind of cultural things around here,it certainly makes it easier to root for the bills when josh allen is throwing the football not really i didn't know a ton about this part of the world pre i guess the first time we played here i've only had one garbage plate in my life i haven't went overboard with that look i've spent summers here i've spent falls here i've spent a few christmases here i really love the seasons we live in florida we don't get that so it's nice to come up here and see the leaves change in october and have the snow at christmastime there's certainly parts of it that i've really enjoyed and will continue to enjoy,0
rory mcilroy,0,2023-05,2023,198,1,0,1,i know when they announced that they were going to move the pga to may which was the one that could have been dicey on the future schedule they're probably going to luck out but in general do you think they could maybe ever come back here for a pga championship in the future and do you like the pga in may as opposed to august,i mean look if we're guaranteed a week like this every time in may then that would be awesome i know we're playing aronimink in a couple of years' time which could potentially be a little chilly as well do i like it in may look the only thing about may is that maybe in the future it'll start to exclude places like this in the northeast to host this championship so that's a shame the northeast is sort of my favorite golf to play in this country i love the golf courses up here and i love the tradition and a lot of the historic golf course architects started their journeys up here and have built some amazing golf courses it would be a shame if we weren't able to come back here i always liked in august that this was glory's last shot and there was a real identity there not saying that it's lost any of that identity in terms of its still a major championship but i feel like having it be the last major of the year maybe just gave it a little bit of something that it doesn't quite have right now,0
rory mcilroy,0,2023-05,2023,1,0,1,1,you mentioned earlier about not having a crystal ball obviously we all asked you a lot of questions about liv and you've spoken yourself recently about the burden of that is it going to be a conscious thing for you going forward to try and sidestep that narrative,yeah,0
rory mcilroy,0,2023-04,2023,152,1,1,1,it's obviously different communicating online or through headlines than being in person with someone but in a week like this where there's liv guys and a bunch of pga tour guys and all of you guys are intermingling and it seems like everything is okay does it change the dynamic between you guys,i see some of these guys at home i see brooks a lot i see dj a lot we sort of practice at the same place as you said i think the more face time you get with some people the more comfortable you become in some way i'm going to go play nine holes here with brooks in a little bit and look there's so many it's a very nuanced situation and there's different dynamics you know it's okay to get on with brooks and dj and maybe not get on with some other guys that went to liv right it's interpersonal relationships that's just how it goes but this week and this tournament is way bigger than any of that i feel and it's just great that all of the best players in the world are together again for the first time in what seems to be quite a while,0
rory mcilroy,0,2023-04,2023,65,1,0,1,have you spoken to phil mickelson at all and curious about your thoughts about his return after last year's absence,i have not i have not spoken to phil but it's great to see him back you know he's a three time champion here we're not even two years removed from him doing what i believe is one of the greatest feats in the game of golf winning the pga championship at years of age or whatever it was it's good to have him back,0
rory mcilroy,0,2023-04,2023,44,0,1,1,i don't know if you're aware that the times has reported that the dp world tour that won it case against the liv players can i get your reaction to that please,i don't it looks like it's not going to be announced until thursday so i don't really i don't know if i can comment on it too much but you know if that is the outcome then that certainly changes the dynamic of everything,0
rory mcilroy,0,2023-04,2023,221,1,0,1,when you look at the structural changes in the pga tour that have happened how important was the week of the jp mcmanus pro am for having those conversations and building consensus among the top players,yeah so that i think so tiger's really the one that called the meeting the week of that tournament and then the first meeting was actually with jay and the rest of the players and then the second meeting was us on our own and sort of discussing whether we needed like an outside counsel not in a legal term but someone to bounce ideas off that's not within the tour to sort of maybe bring a little bit more clarity i think when you're in something it's maybe hard to take a step back and sort of see the bigger picture in a way so to have someone come in and do that that was the first sort of definitely the initiation of those discussions as that summer progressed zoom calls conference calls different ideas and iterations to get to the point where we met in delaware and what was presented to the players that evening yeah the jp mcmanus pro am was definitely the start of it and then i would say the sort of what was that four or five weeks after that was a pretty important time obviously it was big idea stuff and pie in the sky and not all the details were fleshed out but at least a framework that we could work from basically,0
rory mcilroy,0,2023-04,2023,84,1,1,1,yesterday cam was in here talking about the need for them or the want for them for a liv golfer to win this what's your reaction to that us versus them mentality that they have that i don't think exists with you guys and if you or a pga tour peer wins will you storm the th green,depends who it is laughter you know i think that only puts more pressure on themselves that they are not just playing for themselves and they are playing for this cause that might help in some way i don't know but as i said before i think this tournament is bigger than all of that look it's a narrative and a storyline but the masters and the four major championships sit above all that noise and that's the way it should be this week,0
rory mcilroy,0,2023-04,2023,212,0,1,1,when you first burst on the scene a lot of people said this kid is definitely going to win the masters his game is tailor made for this course all these years on do you feel that about the course and that the course plays to your strengths perhaps more than every other major venue,it does but they said the same thing about ernie els greg norman i'm not mentioning liv there's been players before that that has been said that you know this course is tailor made for those players and they haven't went on to win a green jacket that's always in my mind too it's not just because a place is deemed you know perfectly set up for your game it doesn't automatically mean that you're going to win it one day there's more to it than that there's also been players that you would think this golf course wouldn't set up well for them and they have went on and won a green jacket look it's a factor and it's nice to know that i come back to this place every year and that if i played the way i know that i can that i should have a good chance yeah i don't need to do anything differently this week i go out and play the way that i know that i can get myself in with a chance to win and then you know those last couple hours on sunday it's not about whether the course sets up well for you it's about who can hold it together the best,0
rory mcilroy,0,2023-03,2023,91,0,1,1,new putter new driver as well how important to see those clubs under pressure this week,yeah really good that's the main thing this week obviously there's a ton of golf left this season but to get a little bit of match play in our lives is good and get under pressure there's a couple of putts on the back nine there that i was actually glad i had the hole it's good practice but at the same time i want to win the match as well yeah it was good it was a good first starting for both those clubs and they both performed pretty well,0
rory mcilroy,0,2023-03,2023,177,1,1,1,could you just talk from your own personal experience the degree of difficulty of reining in your emotions when things aren't going well,a lot of it i'm not going to sit here and lie i think the emergence of liv or the emergence of a competitor to the pga tour has benefited everyone that plays elite professional golf i think when you've been the biggest golf league in the biggest market in the world for the last years there's not a lot of incentive to innovate this has caused a ton of innovation at the pga tour and what was quite i would say an antiquated system is being revamped to try to mirror where we're at in the world in the st century with the media landscape and just every you know the pga tour isn't just competing with liv golf or other sports it's competing with instagram and tiktok and everything else that's trying to take eyeballs away from the pga tour as a product so yeah you know liv coming along it's definitely had a massive impact on the game but i think everyone who's a professional golfer is going to benefit from it going forward,0
rory mcilroy,0,2023-03,2023,58,1,1,1,when you look at what the pga is doing now considering how good its product and even its policies how much of that would you say can be attributed to the emergence of liv golf and the actual news clash that's playing out in the california court right now,yeah i think would it be better if the defending champion was here this week absolutely but he made a decision that he felt was the best thing for him and he knew that decision was going to come with consequences and one of the consequences is right now not being able to play on the pga tour,0
rory mcilroy,0,2023-03,2023,180,1,1,1,given the defending champion isn't here i'm just curious about what the people's sentiment is like at the moment,i hope so i mean i think i've been doing a pretty good job of trying to balance both of those things i feel like over the past months i've played pretty well but at the same time i've had all of this other stuff to deal with when i went on the board of the pga tour i didn't imagine it would take up this much time but i think it's been important work and i'm proud of the steps that we and the pga tour have made to try to make everything better for the membership and try to stem the flow of players that have went to liv but yeah hopefully with these new changes that have been announced hopefully the majority of my time will be spent on concentrating on getting ready for golf tournaments and trying to be the best player that i can be not that i feel like it's taken away any of that but it might give me a bit more free time to do other things that i enjoy as well,0
rory mcilroy,0,2023-03,2023,135,1,0,1,do you feel that five european victories here if i've done my math correctly is a fair return on in terms of european players playing in this event do you feel they've underachieved or do you think that's about right there's a general perception which of course can be wrong that its probably not quite as good as it should be what do you feel about that,i guess i would have to look at historical averages of european players winning on the pga tour and seeing what percentage that is compared to i don't know how many players championships have been staged something so you're saying five european winners in so over percent i don't feel like that's a bad average but yeah i would have to dig into it more i mean as the years have went on we've had more and more europeans play in this event so you would like to think that the chances of european victory are going to become more and more as those participation levels increase but if someone just was to say to me that percent of players championships have been won by europeans i would say that that's a pretty good return,0
rory mcilroy,0,2023-03,2023,63,0,1,1,yeah here,not anymore i mean all the top europeans live here they play on this tour you could maybe have made that argument years ago but i just think with the way the professional golf landscape is we all base ourselves in this country and specifically in this area in florida at this time of the year so i don't think there's any excuses,0
rory mcilroy,0,2023-03,2023,66,1,0,1,you clipped kurt at the cj cup in the fall did you say anything in particular to him when you guys were shaking hands afterwards,not really probably just said really good week i think he's been playing pretty well i sort of know kurt more from european tour stuff because he played over there but he's done really well he's sort of persevered and played wherever he could get starts and all of a sudden he's won one of the biggest events on the pga tour so good for him,0
rory mcilroy,0,2023-03,2023,65,1,0,1,irish open,irish open spanish open scottish open is obviously a co sanctioned event now which is a big step forward wentworth there's a few obvious ones that stick out that could you could try to incorporate into more of a world tour schedule more so than it just being purely dp world purely pga tour and trying to sort of combine the two a little bit,0
rory mcilroy,0,2023-03,2023,21,1,0,1,do you feel like there could be even more team play on the pga tour there's limited play now,we finished second we had a chance but the air came out of the balloon on where we both made bogey,0
rory mcilroy,0,2023-03,2023,176,1,1,1,what's your reaction to this latest pga tour scheduling change coming up in and as a follow is there a concern at all with the quote unquote non stars the rank and file guys in terms of not as many opportunities to play and maybe leaving them on the outside looking in,well we've always had no cut events on this tour if you think of like the four wgc's you've got the three playoffs events you've got the cj cup the zozo so there's precedent there for no cut events the only reason no cut events are a big deal is because liv has come along so there is precedent for no cut events there's been no cut events since i've been a member of the tour and way beyond that as well so yeah is there maybe going to be a few more of them maybe that's still tbd by the way that's not been decided yet but if we do go down that path there's precedent there to argue for no cut events it keeps the stars there for four days you ask mastercard or whoever it is to pay million dollars for a golf event they want to see the stars at the weekend they want a guarantee that the stars are there so if that's what needs to happen then that's what happens,0
rory mcilroy,0,2023-03,2023,100,1,0,1,as a native of rochester new york and a former member of oak hill country club i would like to get your thoughts on this year's pga championship,i'm looking forward to it i think andrew green's done a really good job i think the renovation has hopefully restored the east course back to its former glory i would say i'm just hoping for a good weather week i think that's what everyone's hoping for up there in may but excited to go back to oak hill from the last time i was there or we were all there my connection to rochester's got a lot stronger so i'm excited to go and play a major championship in what feels like almost like a second home to me,0
rory mcilroy,0,2023-02,2023,107,1,0,1,the conditions out here are one thing but the fans and the atmosphere is another for people out here is this the best fan experience on tour or is it an anomaly for you guys,i'm not in the crowd and i'm not whatever but i think if i wasn't a player and i wanted to come to one pga tour event this would probably be the one that i'd want to come to i was joking to harry out there today it's like almost you get two free rounds at this because you can go out and just completely wing it either shoot or and you know you're going to have a good weekend regardless either have a chance to win the tournament or you go and enjoy everything that this tournament has to offer if you don't make the cut,0
rory mcilroy,0,2023-02,2023,162,1,0,1,MODERATOR,yeah i feel like it's been a while since i've played on the pga tour last october i guess but yeah look it's been a good start to the year winning over in dubai and yeah making my second start here i haven't had the full experience of this event yet it was limited fans in ' with only people i'm looking forward to it this week in some ways but it's going to be an experience i think when we started talking about trying to elevate or designate some events i think this was one of the first ones on the list just because it's such a fan favorite and players like it players love the atmosphere i think a lot of players like the golf course as well yeah it was a pretty sort of obvious one to make a it was already a huge event but made even bigger happy to be here and looking forward to the week,0
rory mcilroy,0,2023-01,2023,45,0,1,1,you didn't feel the feed to duck,i mean exactly right like that's i mean i got a subpoena on christmas eve i mean i don't see your like you can't pretend like nothing's happening right i think that's the thing like why we are living in reality here he's no so,0
rory mcilroy,0,2023-01,2023,1,0,1,1,can i just ask you for your reaction it looks like there's been sort of various bits of movement with liv that has been portrayed as strengthening greg norman's position in the top of that organization we all know what you said when you were back here in november so i just wonder if you have any reaction to that,yeah,0
rory mcilroy,0,2023-01,2023,119,0,1,1,when you mentioned being mentally drained at the end of the year how much of that is from all the extracurricular stuff that you're doing with liv,i mean i think there is on reflection last year i felt like i needed to take on quite a lot but i think getting the wheels in motion of how hopefully the new system and the new yeah i keep calling it a product but the new structure of professional golf like getting those wheels in motion it look a lot of effort last year but now those wheels are in motion we just have to try to tidy up the schedule for but i feel like most of the heavy lifting was done last year we still have quite a bit of work to do but you know hopefully this year it won't be quite as taxing,0
rory mcilroy,0,2023-01,2023,219,1,0,1,last year you returned to the top spot in the world ranking a testament to the consistency you have shown major championships are always on the radar is there anything that you do differently this year to give yourself a better opportunity to start winning more of those trophies,i mean yeah it's hard because when you look at the you just look purely at the results of the majors last year the masters is the one that i did the best at but it's the one that i had the least chance in i felt like i had a chance going into the last day of the pga the u s open and obviously the open as well i just have to keep doing the same things it's a shot here it's a putt there and i think all of these experiences of knocking on the door it sort of felt similar going back to i was knocking on the door for my first win as a pro i was beaten in a playoff in crans i was beaten in a playoff in hong kong i had a chance to win in south africa i was knocking on the door and i think all of those experiences you learn something from them and then as long as you can like get right back on the horse and try to rectify what mistake you made or what you can learn from like that's sort of the process i feel like i'm going through again trying to win a major that i haven't won coming up in nine years,0
rory mcilroy,0,2023-01,2023,196,0,1,1,last year was a big political year for the game of golf and you were front and center for that do you feel like you delivered what you delivered on the course in spite are or because of what was going on,i would say a little bit of both i would say there was parts of it were because of and other parts just in spite of i think i said a lot last year and i wanted my actions to match my words so there's no point in just being a mouthpiece when you can't back that up by playing good golf and showing people the rewards people can have out here if they are playing well and it's a merit based system that's the thing that i've always struggled with if a five year old boy or girl know that they work hard and they shoot the scores there's a merit based system in golf all the way through junior golf amateur golf all the way up to the professional level and they can make it to the top levels of the game and this is the one thing that's come into the game that has disrupted that and you're not certain you're not certain to play on that league or that tour it's not a merit based system where i think golf has always been that and i've always appreciated that about our game,0
rory mcilroy,0,2023-01,2023,65,0,1,1,there's also an element of naivete for someone to think he's doing what he is in the world at the moment that everybody should be able to get on with what's happening,yeah i was subpoenaed by his lawyer on christmas eve so of course trying to have a nice time with my family and someone shows up on your doorstep and delivers that you're not going to take that well so again i'm living in reality i don't know where he's living if i were in his shoes i wouldn't expect a hello or a handshake,0
rory mcilroy,0,2022-11,2022,189,1,0,1,MODERATOR,yeah obviously over the last couple of holes today i knew that i was still trying to figure out a way to win the golf tournament i knew i had the rankings sort of over and done with i was speaking to harry about it on the last couple of holes and you know he said to me a long way from san antonio that was sort of where my whole year turned around and then i played augusta and played great there my golf and my consistency levels just went to i don't think i played as consistent in my entire career as i'm doing right now it's been a fantastic year both sides of the pond whenever the pga tour the fedexcup was over and done with mid august i turned my attention to try and win over here and played quite a bit you know played wentworth and italy and the dunhill and now here and it was nice to achieve that objective so great way to end the year and it's been busy for a lot of reasons and looking forward to some down time,0
rory mcilroy,0,2022-11,2022,129,1,0,1,are you normally a man for like that or did it occur to you after the fedexcup let's get europe as well,yeah maybe hopefully down the line with the strategic alliance that you'll start to see more of a pga tour dp world tour than or something like that i'd say for next year it's going to be pretty similar in terms of i'm going to play back here in dubai at the end of january and then i probably won't play in europe again until july and then you play your three fedexcup events in august and then again you come back over here and i'll play probably the irish open before the ryder cup yeah it sort of seems like that's the way the schedule is going to be next year anyway is still up in the air because there's a lot of things to be decided on,0
rory mcilroy,0,2022-11,2022,63,0,1,1,and finally what was the dynamic like out there obviously playing with someone who has had a bit of liv experience this season,yeah it was fine look i've known adrian a long time he probably put in one of the most impressive performances this year going under par around valderrama is an unbelievable achievement look it is what it is he's a great player he deserve to be here because he's made it into the top and he's played well the dynamic was absolutely fine,0
rory mcilroy,0,2022-11,2022,77,1,1,1,it's been a year like no other for the game of golf in again if you could give a end of the year assessment of where we are at the game and greg norman and saying yourself and tiger and every pga tour player should be thankful for what liv has done i wonder if you can give us an assessment,so i don't think it will have another year like this one because all of the noise has been about who jumping ship who is going where who is staying who is going very little of the storyline has actually been about the golf so i think next year if we can get the storylines to being about the golf and being about the competition that's happening and what's happening on the course that's a good thing,0
rory mcilroy,0,2022-11,2022,152,1,0,1,can i ask you about this golf course where you are under par for the years that you've played here almost under par every round what is your mindset when you come to a golf course where you have done so well,yeah in terms of the consistency especially in the majors it's probably yeah i didn't win one of the big four but second at augusta third at the open fifth at the u s open and eighth at the pga it's been very consistent i've said this year felt very similar to very similar numbers in terms of strokes gained if anything i was a little better this year stats wise better around the greens definitely putted better it's the first time i ever finished in the top in putting on the pga tour this year so it's really nice at this stage of my career ways in i'm still finding ways to improve that's a really positive thing going forward so it's been a great year and i'm excited to see where i go from here because as i said those improvements years into a career is something that excites me,0
rory mcilroy,0,2022-11,2022,254,1,1,1,where does this season rank for you in terms of consistency obviously you haven't won one of the four that you would have hoped for but everything else has been pretty much on the money where would this stand for you,so i think there's a few things that need to happen so there's obviously two lawsuits going on at the minute there's pga tour versus liv and there's this one that's coming up with the dp world tour in february nothing will happen if those two things are still going on especially yeah you're limited in what you can do and then i think from whatever happens with those two things there's a few things that i would like to see on the liv side that needs to happen i think greg needs to go i think he just needs to exit stage left he's made his mark but i think now is the right time to sort of say look you've got this thing off the ground but no one is going to talk unless there's an adult in the room that can actually try to mend fences and if those two things happen then things can happen but right now it's a stale mate because there can't be any other way hopefully something can happen who knows but right now i think the separate entities the pga tour european tour and iv are both going to be one is a very different product to the other and they are just going to keep going whether something happens and whether that's in the hand of a court or a judge or something else happens along the way no one really knows but right now it seems like it's a bit of a stalemate,0
rory mcilroy,0,2022-11,2022,125,1,0,1,you've said it yourself that at some point people need to get around the people do you think that's actually possible with what's been said by the protagonists involved and the head of the pga and greg norman is it possible to see those two guys sitting down,yeah i think in time that can happen it's obviously been a very contentious year in golf and i've said this the best thing in golf is to have all the best players playing together and what's happening right now that's not happening so i fear for the game when that's going on that's why again with everything it's contentious because there's lawsuits going on and people suing people it's very very messy so again if all that stuff can be sorted out one way or the other then you can get to the stage where there's forgiveness and people can have dialogue and come to some sort of common ground or compromise but while all this is happening it's very hard to do that,0
rory mcilroy,0,2022-09,2022,222,0,1,1,taking you back a few years you had a comment with paul lawrie in your second event if you look back the majors wgc titles,i think when you embark on a professional career i think i just sort of took it one step at a time i wanted to get my tour card and once i did that i wanted to play the majors the wgcs i didn't start off with grand ambitions of say tiger having pictures of jack nicklaus on his wall i didn't even know he had that so i guess i just wanted to become the best golfer that i could and whether that meant i was at a certain level or the levels i reached i just always try to get the best out of myself yeah when i look back over the years it's an amazing life it's an amazing career provides you with amazing things obviously but you still have to remember where you came from and yeah i have to pinch myself sometimes and i have to give myself that little perspective because you know even on the th green today i made a putt for eagle just stuff like that even just being in that position to have a chance to win on at st andrews it's just stuff that you dream about as a kid i get to live out my childhood dreams and not everybody can say that it's an unbelievable position to be in,0
rory mcilroy,0,2022-09,2022,113,0,1,1,your thoughts on the letter from the liv players the loss of rankings becoming obsolete,i certainly would want the best players in the world ranked accordingly i think dustin johnson is somewhere around th in the world it's not an accurate reflection of where he is in the game but at the same time you can't make up your own rules there's criteria there and everyone knows what they are if they want to pivot to meet the criteria they can and then all of a sudden i certainly have no problem with them getting world ranking points at all but you just have to meet the criteria and if you don't meet the criteria it's going to be hard to justify why you should have them,0
rory mcilroy,0,2022-09,2022,62,0,1,1,just wondered if this were any discussions with luke donald being here this week getting some experience on the ryder cup course for next year,i can't speak on behalf of them if they will come in may i'm not sure what liv's schedule looks like if there's tournament on that week or where in the world they are playing but yeah i have said it once i've said it a hundred times i don't think any of those guys should be on the ryder cup team,0
rory mcilroy,0,2022-09,2022,155,0,1,1,seems obvious that the fact that none of the well known live guys are here week nor should they expect to play,yeah she was a wonderful human being wonderful lady i think you see the outpouring of love and he motion that you've seen over the past few days it sort of shows how admired she was and how strongly people felt about her i said this last week she shows so much dignity and dedication and grace towards what she did she put duty over everything else and i'm sure that was a very heavy crown to wear excuse the pun she was a wonderful person i think she had handled herself with absolutely incredible grace and she'll be very very missed i think that's parent from the scenes over the past few days but life goes on and we are all going to have our time where we are not here anymore but she left a wonderful legacy and she had a wonderful life you know she'll be remembered for a very long time,0
rory mcilroy,0,2022-09,2022,117,1,0,1,players say when they come off a big win that it's definitely to get back up again and the adrenaline really flowing you seem to not suffer from that what's the secret to that,i think winning gives me motivation more than anything else you've proven that you can win and you can beat the best players in the world if you can't get energised by that i don't know what will energise you i always have this sense of excitement after a win that i'm breaking through or got to where i want to be or i'm on the right path it's good resetting goals too the pga tour season is over for me turn my attention to europe try to win the race to dubai so it's all about you have to enjoy your wins too but you have to keep resetting your goals to strive for other things,0
rory mcilroy,0,2022-09,2022,78,0,1,1,you said previously that you would find it hard to stomach the or liv players being here this week how have you found it so far,it's been i mean i haven't many of them to be honest look it is what it is they are here they are playing the golf tournament my opinion is they shouldn't be here but again that's just my opinion but we are all going to tee it up on the first tee tomorrow and we are all going to go play holes which is a novelty for them at this point and then we'll go from there,0
rory mcilroy,0,2022-09,2022,195,1,1,1,obviously with all that's been going on with liv and it's impact on the golf ecosystem what have you we've heard you speak at length at how the pga tour can react to it and how it's going to be going forward we have not heard you speak about the impact on the dp world tour what do you see that impact being and how can this organisation the european tour as was counter what is going on at the moment,yeah so i think again the strategic alliance or partnership with the pga tour has been a massive help to the european tour in terms of the prize funds that are going to be played for over the next five years guaranteed prize funds i think that partnership sort of helps it helps the rank and file in europe knowing they are going to be teeing it up every week and playing for more money essentially and you know it's a pathway to the most competitive tour in the world you know there's ten cards that are going to be allocated to european tour members every year going to the pga tour and that's such a great thing it's a better pathway than there's ever been i think about how much better i became as a golfer by going and playing over there to have these young europeans having that opportunity i'm just thinking about ryder cup and the future and like how much better prepared they are going to be for that i mean that's going to be such a great thing going forward so i'm excited about it i'm very bullish about it,0
rory mcilroy,0,2022-09,2022,145,1,0,1,when those discussions are happening and you're privy to them are you sitting at the table fighting for europe's corner,yeah i am because if we are talking about this and you canning about elevated events and brick the best people together i think for the benefit of the global game a handful of those events need to be in europe i've said that from the start this has to be this can't be american centric this has to be with this region in mind with wherever we want to go and play i think that has to happen but i think the partnership between the pga tour and the european tour is mutual beneficial because i think by partnering with the dp world tour the pga tour unlocks that global nature of the game that they have not really been able to get a stronghold over and i think by partnering together i think you're going to see more of that which is great,0
rory mcilroy,0,2022-09,2022,125,0,1,1,you touched briefly on the ryder cup and you were very emotive in your speech at the end of the last one rule all three of those players on that team now liv golf members i'm thinking of westy sergio poults incredibly disruptive in this period your relationship with them does it survive and how does it survive going forward,i don't know i have no idea i wouldn't say i've got much of a relationship with them at the minute but again like if you're just talking about ryder cup like that's not the future of the ryder cup team they are they have played in probably a combined ryder cups ryder cups whatever it is it's time that and that's why i was talking about these ten cards going to the u s and preparing guys to play at the top level of professional golf like that's the future of the ryder cup the højgaards bobby mac whoever else is coming up like they are the future of the ryder cup team that's what we should be like thinking about and talking about,0
rory mcilroy,0,2022-09,2022,99,1,0,1,for some reason on social media people question your loyalty to the dp world tour because of your relationship with the pga tour and your pac role etc,i'm loyal to golf that's the thing golf was here way before we all were and golf will be around much longer golf is going to survive regardless like we are just a little blip on the continuum of this game but you want to make sure that you leave the game in a better place than you found it i think that's where my loyalty lies again like i'm an ambitious person i want to play where the best players are playing and for last decade or more the last players have predominately played in the united states,0
rory mcilroy,0,2022-09,2022,10,0,1,1,do you see a way back for liv golf players somewhere down the line if they decided that wasn't for them and they wanted to come back to the traditional tours,i mean they can always go through q school yeah,0
rory mcilroy,0,2022-09,2022,368,1,1,1,it was very interesting to hear you say just now with a smile on your face bring it on in answer to phil's question you seem very comfortable being in the forefront of all this and the spokesman for it golf magazine design has recently described you as the voice of reason and seth waugh obviously a friend of yours spoke very very well about you and your growth horizontally as well as vertically why are you so comfortable in this,i don't know i'm speaking up for what i believe in i guess that's the only thing i can say again i'm speaking up because i believe in the game of golf and look the other side will say the exact same thing but i don't see how having cherry picked players is growing the game in any way there has to be pathways there has to be meritocracy there has to be you need to give someone the ambitious or opportunity todd know that if they are playing on the challenge tour that whatever it is in a year's time two years' time or five years' that they can be challenging for major championships which are the pinnacle of our sport there is this pyramid and this funnel that has been so good for golf for so many years and i don't think it's a broken system so whenever something like this comes along that is incredibly disruptive and they are saying things about how golf needs to change it doesn't need to change golf is the most wonderful game in the world it doesn't yeah could there be things that we could do to make it more entertaining from a tv product perspective of course that's something that i think we can do from inside the walls i don't think we need to go outside of what we have already to figure that out but the game of golf post covid has been thriving and i just want to make sure that it continues to thrive it's incredibly divisive and does it bring more eyeballs on to golf probably because people are interested in the soap opera of it all but that's not golf the most interesting thing about liv is the rumours and who is going and who is not going it's not the golf right now it might be at some stage but right now what it is it's the rumour mill that's fuelling it so when you come back here and you play dp world tour or pga tour you're watching the golf and you're watching who is going to win tournaments and have context and mean something that's why i'm speaking up,0
rory mcilroy,0,2022-09,2022,72,0,1,1,if come sunday down the stretch you find yourself in contention and the man to the side of you is a liv player would there be more incentive to win,i mean i'll be trying to win a golf tournament regardless they are going to be pretty tired on sunday it will be the fourth day but no look i'll be trying to win a golf tournament regardless my focus is i'm in a great position in the race to dubai and i want to finish the season off well because i think it would be a really cool double to do,0
rory mcilroy,0,2022-08,2022,114,1,0,1,we talked about the open how the putts didn't fall i know that was tough for you it was a tough couple of days after that given everything that's happened this year and the role you've taken front and center with the changing landscape in the sport how satisfying is it for you to stand here at the end of the season and win this year's fedexcup,it means an awful lot i believe in the game of golf i believe in this tour in particular i believe in the players on this tour it's the greatest place in the world to play golf bar none and i've played all over the world this is an incredibly proud moment for me but it should also be an incredibly proud moment for the pga tour they've had some hard times this year but we're getting through it that was a spectacle out there today two of the best players in the world going head to head for the biggest prize on the pga tour and i hope everyone at home enjoyed that,0
rory mcilroy,0,2022-08,2022,84,1,1,1,finally with what this means to you it's fair to say it's been a pretty stressful year in the world of golf there's been a lot going on and you have really taken it on yourself to be a spokesperson for the pga tour you've been at the forefront and honest in your in your opinion in your fight for the pga tour and what it means does that make winning the fedexcup this year specifically extra special,it does everyone on tour has had to deal with a lot even the guys that have went to liv have had to deal with a lot it's just been a very tumultuous sort of era in our game i said it in the sort of prize ceremony there this is the best place in the world to play golf it's the most competitive it's got the best players it's got the deepest fields i don't know why you'd want to play anywhere else,0
rory mcilroy,0,2022-08,2022,166,1,0,1,rory i know you don't want to compare the three of them they all mean something different but given what this year has been like just for you not only competitively but off the golf course does it hold any special meaning being able to do it here,i think so look it's been a tumultuous time for the world of men's professional golf in particular i've been right in the middle of it i've picked a great time to go on the pga tour board but yeah i've been in the thick of things i guess every chance i get i'm trying to defend what i feel is the best place to play elite professional golf in the world it's in some ways fitting that i was able to get this done today to sort of round off a year that has been very very challenging and different yeah they're all sort of different it's been nice back in i took down the no player in the world in brooks koepka this year i took down the no player in the world in scottie scheffler so i know that my best stuff is good enough to win any tournament against anybody on any golf course that's something i can take away from today,0
rory mcilroy,0,2022-08,2022,123,0,1,1,for someone who's accomplished what you have in golf what's more valuable to you the million or having won that,having won i mean there's a lot of cool things that come along with winning the fedexcup the trophy i have three sterling silver calamity jane replicas in my house which is really cool to think about here at east lake and bobby jones the greatest amateur player to ever play the game the sort of history and traditions of the game of golf he sort of exemplified all that look the money is the money it's great and we are professional golfers we play golf for a living that is a part of it but i think at this point in my career the winning and the journey and the emotions and who i do it with mean more than the check,0
rory mcilroy,0,2022-08,2022,150,1,0,1,rory you had that great moment with poppy at the pga championship where you told her hey that's when daddy was good and since then you've won twice and obviously a lot of other things this season do you think you can look at her and be like hey i think daddy is good again,i think daddy was still good at that point but maybe a little better now than he was a few months ago yeah look i want my daughter to see me play well and win golf tournaments and i want to be the best version of myself in front of her there's a part of that that's being a father and being a husband but it's also being a golfer is a huge part of my life so i want her to be proud of who i am as a golfer too look there was truth in that statement but she probably just went to bed now so i'll see her in the morning but it's cool to be able to do these things and celebrate it with them and make it known that they're a part of the journey and they're so valuable to all of this as well,0
